label,feature,importance
SR-HSE,ATSC3c,7
SR-HSE,ATSC4i,7
SR-HSE,AATSC2i,7
SR-HSE,ATSC2d,7
SR-HSE,GATS8s,7
SR-HSE,MATS7i,7
SR-HSE,MATS8d,7
SR-HSE,GATS7c,7
SR-HSE,AATSC5d,7
SR-HSE,MATS2se,7
SR-HSE,SdssC,7
SR-HSE,GATS5v,7
SR-HSE,BCUTare-1l,7
SR-HSE,BCUTi-1h,7
SR-HSE,SaasC,7
SR-HSE,ATS0m,7
SR-HSE,MIC2,7
SR-HSE,BCUTZ-1h,7
SR-HSE,BCUTc-1l,7
SR-HSE,RNCG,7
SR-HSE,RotRatio,7
SR-HSE,TopoPSA(NO),7
SR-HSE,JGI9,7
SR-HSE,GATS6p,7
SR-HSE,VSA_EState3,7
SR-HSE,Xp-1dv,7
SR-HSE,VSA_EState7,7
SR-HSE,Kier3,7
SR-HSE,GATS4i,7
SR-HSE,ATS0p,7
SR-HSE,AATSC2s,6
SR-HSE,MATS5v,6
SR-HSE,ATSC6p,6
SR-HSE,ATSC6d,6
SR-HSE,ATSC5d,6
SR-HSE,VSA_EState8,6
SR-HSE,ATSC5c,6
SR-HSE,AATSC3p,6
SR-HSE,BIC3,6
SR-HSE,GATS1Z,6
SR-HSE,MATS3c,6
SR-HSE,MATS3d,6
SR-HSE,SpMax_A,6
SR-HSE,AATSC3d,6
SR-HSE,ATSC6v,6
SR-HSE,Mm,6
SR-HSE,ATSC4v,6
SR-HSE,PEOE_VSA7,6
SR-HSE,ATSC5m,6
SR-HSE,MATS3s,6
SR-HSE,MATS1v,6
SR-HSE,nBondsD,6
SR-HSE,MATS8s,6
SR-HSE,MATS7dv,6
SR-HSE,MATS4dv,6
SR-HSE,MATS1dv,6
SR-HSE,SpMAD_Dzv,6
SR-HSE,ATSC2c,6
SR-HSE,BIC1,6
SR-HSE,GATS7i,6
SR-HSE,MDEC-24,6
SR-HSE,IC2,6
SR-HSE,MDEO-11,6
SR-HSE,GATS6se,6
SR-HSE,AETA_beta_s,6
SR-HSE,GATS7se,6
SR-HSE,GATS3se,6
SR-HSE,MATS6are,6
SR-HSE,GATS3c,6
SR-HSE,GATS1c,6
SR-HSE,MATS8i,6
SR-HSE,GATS7dv,6
SR-HSE,AATSC2c,6
SR-HSE,GATS4d,6
SR-HSE,AATSC5c,6
SR-HSE,EState_VSA2,6
SR-HSE,AATSC7c,6
SR-HSE,MATS5d,6
SR-HSE,AATSC4se,6
SR-HSE,AATSC3v,6
SR-HSE,MAXssNH,6
SR-HSE,SsOH,6
SR-HSE,AATSC3Z,6
SR-HSE,GATS1s,6
SR-HSE,AATSC1v,6
SR-HSE,GATS1v,6
SR-HSE,AATS8p,6
SR-HSE,AATSC2se,6
SR-HSE,GATS2dv,6
SR-HSE,PEOE_VSA6,5
SR-HSE,PEOE_VSA12,5
SR-HSE,ATSC7se,5
SR-HSE,ATSC4se,5
SR-HSE,MDEC-12,5
SR-HSE,PEOE_VSA8,5
SR-HSE,VSA_EState5,5
SR-HSE,AATSC0pe,5
SR-HSE,AATSC3c,5
SR-HSE,BIC5,5
SR-HSE,AATSC5se,5
SR-HSE,SIC0,5
SR-HSE,AATSC2Z,5
SR-HSE,ATSC5p,5
SR-HSE,BIC4,5
SR-HSE,AATSC2are,5
SR-HSE,AATSC4p,5
SR-HSE,IC5,5
SR-HSE,AATSC3s,5
SR-HSE,AATSC3m,5
SR-HSE,AATSC5i,5
SR-HSE,AATSC8i,5
SR-HSE,ETA_shape_p,5
SR-HSE,MATS2c,5
SR-HSE,ATSC5pe,5
SR-HSE,MATS6c,5
SR-HSE,ATSC2pe,5
SR-HSE,MATS8c,5
SR-HSE,ZMIC2,5
SR-HSE,AATSC6d,5
SR-HSE,MATS6d,5
SR-HSE,MATS4se,5
SR-HSE,ATSC5dv,5
SR-HSE,ATSC4dv,5
SR-HSE,GATS1pe,5
SR-HSE,MATS1are,5
SR-HSE,AATS6i,5
SR-HSE,GATS3i,5
SR-HSE,MATS5p,5
SR-HSE,AATS6p,5
SR-HSE,MAXdssC,5
SR-HSE,GATS3dv,5
SR-HSE,GATS5dv,5
SR-HSE,GATS6are,5
SR-HSE,GATS2d,5
SR-HSE,GATS5are,5
SR-HSE,AATS7v,5
SR-HSE,ATSC3v,5
SR-HSE,GATS3are,5
SR-HSE,GATS1are,5
SR-HSE,GATS5Z,5
SR-HSE,GATS4m,5
SR-HSE,AATS6Z,5
SR-HSE,SdsCH,5
SR-HSE,AATS5s,5
SR-HSE,AATS3s,5
SR-HSE,AATS8dv,5
SR-HSE,BCUTm-1h,5
SR-HSE,AATS0s,5
SR-HSE,AXp-5d,5
SR-HSE,MATS1se,5
SR-HSE,ATSC6s,5
SR-HSE,ATSC2Z,5
SR-HSE,ATSC3s,5
SR-HSE,ATSC2s,5
SR-HSE,AXp-4d,5
SR-HSE,ATSC0s,5
SR-HSE,MATS3m,5
SR-HSE,MATS6Z,5
SR-HSE,AXp-3d,5
SR-HSE,ATSC5Z,5
SR-HSE,MATS3Z,5
SR-HSE,ATSC3m,5
SR-HSE,MINssCH2,5
SR-HSE,MATS5m,5
SR-HSE,IC0,4
SR-HSE,GATS3pe,4
SR-HSE,AATSC2m,4
SR-HSE,GATS5pe,4
SR-HSE,AXp-4dv,4
SR-HSE,GATS2are,4
SR-HSE,AXp-6dv,4
SR-HSE,AXp-7dv,4
SR-HSE,Mi,4
SR-HSE,BCUTse-1h,4
SR-HSE,AATSC8s,4
SR-HSE,BCUTse-1l,4
SR-HSE,SIC1,4
SR-HSE,GATS7p,4
SR-HSE,BIC0,4
SR-HSE,GATS1i,4
SR-HSE,Xc-5dv,4
SR-HSE,BIC2,4
SR-HSE,GATS8i,4
SR-HSE,RPCG,4
SR-HSE,SpMAD_Dzi,4
SR-HSE,BCUTs-1h,4
SR-HSE,BCUTs-1l,4
SR-HSE,BCUTp-1h,4
SR-HSE,CIC5,4
SR-HSE,BCUTc-1h,4
SR-HSE,AATSC5v,4
SR-HSE,AETA_eta_B,4
SR-HSE,AATSC4i,4
SR-HSE,MATS8se,4
SR-HSE,AATSC1p,4
SR-HSE,MATS6se,4
SR-HSE,AATSC5p,4
SR-HSE,MINsCl,4
SR-HSE,AATSC1i,4
SR-HSE,MATS3se,4
SR-HSE,MATS6v,4
SR-HSE,GATS1se,4
SR-HSE,AATSC6i,4
SR-HSE,MATS1c,4
SR-HSE,MATS3v,4
SR-HSE,MATS1m,4
SR-HSE,MATS8Z,4
SR-HSE,MINsCH3,4
SR-HSE,MINaaCH,4
SR-HSE,MATS5pe,4
SR-HSE,MATS6pe,4
SR-HSE,MATS2are,4
SR-HSE,MATS3are,4
SR-HSE,GATS3v,4
SR-HSE,GATS2m,4
SR-HSE,GATS2Z,4
SR-HSE,GATS4s,4
SR-HSE,GATS3s,4
SR-HSE,GATS2s,4
SR-HSE,AATSC4v,4
SR-HSE,AATSC7v,4
SR-HSE,GATS7d,4
SR-HSE,AETA_beta_ns,4
SR-HSE,AATSC0se,4
SR-MMP,SLogP,92
SR-MMP,BCUTd-1l,56
SR-MMP,MAXdssC,54
SR-MMP,GATS3c,46
SR-MMP,MATS2c,40
SR-MMP,ZMIC2,39
SR-MMP,nAcid,38
SR-MMP,MDEC-12,38
SR-MMP,MINsOH,37
SR-MMP,SlogP_VSA2,37
SR-MMP,MINaasC,35
SR-MMP,SMR_VSA3,33
SR-MMP,GATS4c,32
SR-MMP,GATS8c,32
SR-MMP,VSA_EState3,32
SR-MMP,RPCG,32
SR-MMP,MATS3s,32
SR-MMP,MATS3c,32
SR-MMP,GATS3s,32
SR-MMP,MINssCH2,32
SR-MMP,MATS6p,32
SR-MMP,BIC2,31
SR-MMP,AATSC8d,30
SR-MMP,GATS2c,30
SR-MMP,ATSC3c,30
SR-MMP,BCUTc-1h,29
SR-MMP,MATS2m,29
SR-MMP,AATSC1se,29
SR-MMP,AETA_beta_ns_d,29
SR-MMP,MATS7c,29
SR-MMP,GATS1c,29
SR-MMP,MATS4p,28
SR-MMP,ATSC1i,28
SR-MMP,MINsssCH,28
SR-MMP,BCUTi-1h,27
SR-MMP,AATS7i,27
SR-MMP,AATS8i,26
SR-MMP,GATS7v,26
SR-MMP,ATSC7c,26
SR-MMP,ATSC8c,26
SR-MMP,MAXdO,26
SR-MMP,AATSC7pe,26
SR-MMP,MATS4se,25
SR-MMP,ATSC1v,25
SR-MMP,GATS4d,25
SR-MMP,BCUTi-1l,25
SR-MMP,SlogP_VSA10,25
SR-MMP,ATSC2c,25
SR-MMP,ETA_dEpsilon_D,25
SR-MMP,AATSC1i,25
SR-MMP,MINdssC,24
SR-MMP,GATS1p,24
SR-MMP,GATS3se,24
SR-MMP,GATS5c,24
SR-MMP,RNCG,23
SR-MMP,ATSC2dv,23
SR-MMP,MATS2p,23
SR-MMP,AATSC2p,22
SR-MMP,ATSC3v,22
SR-MMP,GATS3v,22
SR-MMP,MAXsOH,22
SR-MMP,MINaaCH,22
SR-MMP,MATS8c,22
SR-MMP,MATS1p,22
SR-MMP,AATSC2c,22
SR-MMP,ATSC4c,22
SR-MMP,ATSC3pe,22
SR-MMP,SlogP_VSA3,22
SR-MMP,ATSC3i,22
SR-MMP,SMR,21
SR-MMP,BIC4,21
SR-MMP,MDEC-33,21
SR-MMP,ATSC6s,21
SR-MMP,AATSC1p,21
SR-MMP,AATSC1pe,21
SR-MMP,AXp-5dv,21
SR-MMP,GATS6c,21
SR-MMP,MATS7i,21
SR-MMP,MDEC-22,21
SR-MMP,VE1_A,21
SR-MMP,MINsCH3,21
SR-MMP,VSA_EState7,21
SR-MMP,GATS7s,21
SR-MMP,GATS2s,20
SR-MMP,EState_VSA6,20
SR-MMP,EState_VSA4,20
SR-MMP,SMR_VSA9,20
SR-MMP,ATSC1p,20
SR-MMP,GATS4i,20
SR-MMP,PEOE_VSA8,20
SR-MMP,JGI3,20
SR-MMP,AATSC4p,20
SR-MMP,AETA_dBeta,20
SR-MMP,ETA_epsilon_5,20
SR-MMP,MATS5p,19
SR-MMP,GATS7d,19
SR-MMP,GATS2p,19
SR-MMP,MATS1i,19
SR-MMP,MATS5s,19
SR-MMP,AATSC1v,19
SR-MMP,AATSC0v,19
SR-MMP,MAXssO,19
SR-MMP,AATSC7v,19
SR-MMP,MAXssNH,18
SR-MMP,AATSC2dv,18
SR-MMP,EState_VSA8,18
SR-MMP,ATSC5c,18
SR-MMP,ATSC7s,18
SR-MMP,SlogP_VSA5,18
SR-MMP,ATSC5p,18
SR-MMP,ATSC0c,18
SR-MMP,Kier3,18
SR-MMP,PEOE_VSA6,18
SR-MMP,AATSC1dv,18
SR-MMP,GATS8d,18
SR-MMP,GATS7se,18
SR-MMP,AATSC1c,18
SR-MMP,AATSC7c,18
SR-MMP,ATSC3m,18
SR-MMP,ATSC2d,18
SR-MMP,MATS3d,17
SR-MMP,GATS4s,17
SR-MMP,VSA_EState4,17
SR-MMP,SMR_VSA6,17
SR-MMP,SIC5,17
SR-MMP,MATS3v,17
SR-MMP,AATSC4c,17
SR-MMP,MAXsssCH,17
SR-MMP,ATSC5se,17
SR-MMP,AATS6p,17
SR-MMP,BIC3,17
SR-MMP,GATS2se,17
SR-MMP,GATS2i,17
SR-MMP,AATSC3dv,16
SR-MMP,ZMIC1,16
SR-MMP,MATS8v,16
SR-MMP,ATSC6c,16
SR-MMP,GATS6v,16
SR-MMP,ATSC5dv,16
SR-MMP,AATSC4i,16
SR-MMP,ATSC0s,16
SR-MMP,MINssNH,16
SR-MMP,GATS5s,16
SR-MMP,MATS4c,16
SR-MMP,MATS1d,16
SR-MMP,GATS6Z,16
SR-MMP,GATS7i,16
SR-MMP,AATS5i,16
SR-MMP,AATSC6c,16
SR-MMP,ATSC7pe,16
SR-MMP,AATSC3v,16
SR-MMP,AATSC4s,16
SR-MMP,ATSC4p,15
SR-MMP,BCUTse-1l,15
SR-MMP,ATSC5s,15
SR-MMP,MAXddsN,15
SR-MMP,GATS1i,15
SR-MMP,MATS7v,15
SR-MMP,MINdO,15
SR-MMP,AATSC0p,15
SR-MMP,AATS7v,15
SR-MMP,MATS4d,15
SR-MMP,GATS3i,15
SR-MMP,AATSC3s,15
SR-MMP,BCUTc-1l,15
SR-MMP,SIC2,15
SR-MMP,ATSC1se,15
SR-MMP,AXp-6dv,15
SR-MMP,MIC2,15
SR-MMP,GATS8s,15
SR-MMP,MDEC-34,15
SR-MMP,AATS2i,15
SR-MMP,ATSC8s,15
SR-MMP,FilterItLogS,14
SR-MMP,ATSC2i,14
SR-MMP,AATS7d,14
SR-MMP,MAXdsCH,14
SR-MMP,AATSC2d,14
SR-MMP,AATSC8v,14
SR-MMP,MATS7p,14
SR-MMP,ATSC3p,14
SR-MMP,AATS3p,14
SR-MMP,JGI4,14
SR-MMP,MDEC-11,14
SR-MMP,AATS1p,14
SR-MMP,AATSC3Z,14
SR-MMP,ATS0v,14
SR-MMP,C2SP2,14
SR-MMP,AATS2d,14
SR-MMP,ATSC6dv,14
SR-MMP,GATS6se,14
SR-MMP,IC3,14
SR-MMP,GATS5se,14
SR-MMP,AATSC7p,14
SR-MMP,AATSC0i,14
SR-MMP,ATSC2m,14
SR-MMP,AATSC0s,14
SR-MMP,MATS4i,14
SR-MMP,AATSC5p,14
SR-MMP,MATS7se,14
SR-MMP,AATSC3i,14
SR-MMP,AATSC4d,14
SR-MMP,ETA_beta_ns_d,14
SR-MMP,AATS3i,14
SR-MMP,ATSC4dv,14
SR-MMP,MAXsCH3,14
SR-MMP,GATS1s,14
SR-MMP,AATS2v,14
SR-MMP,MATS1v,14
SR-MMP,CIC2,13
SR-MMP,GATS5pe,13
SR-MMP,MDEC-13,13
SR-MMP,AETA_eta,13
SR-MMP,AETA_beta_s,13
SR-MMP,AATSC1are,13
SR-MMP,SlogP_VSA11,13
SR-MMP,ETA_epsilon_2,13
SR-MMP,AATS4p,13
SR-MMP,GATS6p,13
SR-MMP,PEOE_VSA3,13
SR-MMP,MATS8p,13
SR-MMP,ATSC1dv,13
SR-MMP,ATSC8d,13
SR-MMP,ZMIC4,13
SR-MMP,AATSC6s,13
SR-MMP,GATS5are,13
SR-MMP,AATSC2v,13
SR-MMP,GATS3dv,13
SR-MMP,GATS6d,13
SR-MMP,MATS8d,13
SR-MMP,MATS4v,13
SR-MMP,BCUTZ-1l,13
SR-MMP,SM1_Dzp,13
SR-MMP,AATSC3c,13
SR-MMP,AATS6s,13
SR-MMP,ATSC7p,13
SR-MMP,MATS6d,13
SR-MMP,MATS7d,13
SR-MMP,MATS3se,12
SR-MMP,BCUTdv-1l,12
SR-MMP,AXp-4dv,12
SR-MMP,ETA_shape_y,12
SR-MMP,GATS8p,12
SR-MMP,SaasC,12
SR-MMP,MATS6s,12
SR-MMP,GATS8dv,12
SR-MMP,SpMAD_A,12
SR-MMP,MATS1are,12
SR-MMP,ATSC3Z,12
SR-MMP,JGT10,12
SR-MMP,SlogP_VSA1,12
SR-MMP,GATS2d,12
SR-MMP,ATSC7v,12
SR-MMP,MATS8i,12
SR-MMP,GATS4p,12
SR-MMP,ATSC5i,12
SR-MMP,GATS6dv,12
SR-MMP,MATS5are,12
SR-MMP,PEOE_VSA10,12
SR-MMP,MDEC-23,12
SR-MMP,AATS5s,12
SR-MMP,MATS4Z,12
SR-MMP,MATS2Z,12
SR-MMP,ATSC8pe,12
SR-MMP,IC1,12
SR-MMP,GATS5m,12
SR-MMP,AATSC6m,12
SR-MMP,BCUTm-1l,12
SR-MMP,TopoPSA,12
SR-MMP,GATS8v,12
SR-MMP,GATS5v,12
SR-MMP,MAXaasC,12
SR-MMP,GATS3d,12
SR-MMP,BCUTare-1l,12
SR-MMP,AATSC6d,11
SR-MMP,ATSC6v,11
SR-MMP,AXp-7dv,11
SR-MMP,RotRatio,11
SR-MMP,ATSC7are,11
SR-MMP,MATS6se,11
SR-MMP,AATSC0c,11
SR-MMP,GATS4se,11
SR-MMP,PEOE_VSA4,11
SR-MMP,MATS4s,11
SR-MMP,GATS3Z,11
SR-MMP,BCUTZ-1h,11
SR-MMP,AXp-3dv,11
SR-MMP,IC0,11
SR-MMP,ATSC4m,11
SR-MMP,MATS3i,11
SR-MMP,AATSC7i,11
SR-MMP,ATSC2s,11
SR-MMP,GATS2Z,11
SR-MMP,GATS7c,11
SR-MMP,AATSC5d,11
SR-MMP,MATS6c,11
SR-MMP,AATS7p,11
SR-MMP,BCUTdv-1h,11
SR-MMP,JGI6,11
SR-MMP,AATS5se,11
SR-p53,GATS3c,35
SR-p53,BCUTd-1l,32
SR-p53,ATSC3c,30
SR-p53,MATS8c,30
SR-p53,ATSC3v,29
SR-p53,MATS3c,28
SR-p53,ETA_shape_p,27
SR-p53,MATS3s,26
SR-p53,GATS2dv,24
SR-p53,ETA_alpha,24
SR-p53,AATSC1v,23
SR-p53,nAcid,23
SR-p53,GATS4c,22
SR-p53,EState_VSA9,22
SR-p53,AXp-0dv,22
SR-p53,SIC2,22
SR-p53,MAXdsCH,22
SR-p53,GATS7d,21
SR-p53,GATS3s,21
SR-p53,BIC2,21
SR-p53,GATS4d,19
SR-p53,AATSC3c,19
SR-p53,MINdO,19
SR-p53,AATS7i,19
SR-p53,MAXaaN,19
SR-p53,ATSC4c,19
SR-p53,ATSC2c,19
SR-p53,MATS7v,18
SR-p53,AATSC8se,18
SR-p53,MDEN-22,18
SR-p53,GATS5c,18
SR-p53,ATSC6c,18
SR-p53,GATS1c,18
SR-p53,AATSC4c,18
SR-p53,ATSC4dv,17
SR-p53,GATS6c,17
SR-p53,AATSC2c,17
SR-p53,GATS5v,17
SR-p53,MDEC-33,17
SR-p53,ATSC6pe,17
SR-p53,GATS4p,17
SR-p53,GATS1s,17
SR-p53,GATS4i,17
SR-p53,AATS3i,17
SR-p53,AATSC5m,16
SR-p53,SlogP_VSA3,16
SR-p53,BCUTi-1l,16
SR-p53,GATS8i,16
SR-p53,AATSC2d,16
SR-p53,MATS4d,15
SR-p53,SLogP,15
SR-p53,GATS8p,15
SR-p53,BCUTc-1h,15
SR-p53,GATS6s,15
SR-p53,GATS3Z,15
SR-p53,MATS5m,15
SR-p53,ATSC5c,15
SR-p53,AATSC3se,15
SR-p53,MINaaN,15
SR-p53,AATSC3s,15
SR-p53,MIC2,15
SR-p53,EState_VSA6,15
SR-p53,GATS4are,14
SR-p53,ATSC1Z,14
SR-p53,GATS6se,14
SR-p53,AATSC0s,14
SR-p53,AATS3v,14
SR-p53,PEOE_VSA8,14
SR-p53,MATS3m,14
SR-p53,SM1_Dzse,14
SR-p53,GATS8are,14
SR-p53,GATS1p,14
SR-p53,MATS1c,14
SR-p53,GATS7are,14
SR-p53,AXp-5dv,14
SR-p53,SlogP_VSA10,13
SR-p53,ATSC8se,13
SR-p53,AATSC7v,13
SR-p53,GATS3d,13
SR-p53,AATS4d,13
SR-p53,AATSC1Z,13
SR-p53,ATSC2i,13
SR-p53,GATS2s,13
SR-p53,ATSC5p,13
SR-p53,MATS7dv,13
SR-p53,MAXdssC,13
SR-p53,AATS3d,13
SR-p53,MINsCH3,13
SR-p53,VSA_EState3,13
SR-p53,GATS6v,13
SR-p53,MATS5v,13
SR-p53,GATS7se,12
SR-p53,AETA_beta_s,12
SR-p53,AATS5i,12
SR-p53,AATS4p,12
SR-p53,BalabanJ,12
SR-p53,MATS1Z,12
SR-p53,GATS7s,12
SR-p53,BCUTd-1h,12
SR-p53,MINssNH,12
SR-p53,MATS2m,12
SR-p53,MATS5Z,12
SR-p53,GATS1dv,12
SR-p53,ETA_dEpsilon_D,12
SR-p53,PEOE_VSA6,12
SR-p53,ATS0Z,12
SR-p53,ATSC4m,12
SR-p53,GATS4v,12
SR-p53,ATSC7c,12
SR-p53,GATS1d,12
SR-p53,ATSC8c,12
SR-p53,ATSC5se,12
SR-p53,AATSC6dv,11
SR-p53,MID_N,11
SR-p53,GATS5dv,11
SR-p53,MATS3v,11
SR-p53,AXp-1d,11
SR-p53,AMID,11
SR-p53,ATSC1m,11
SR-p53,AATS3p,11
SR-p53,AATSC0d,11
SR-p53,ATS0m,11
SR-p53,GATS1se,11
SR-p53,MATS6Z,10
SR-p53,GATS4se,10
SR-p53,GATS6d,10
SR-p53,MATS6i,10
SR-p53,GATS1are,10
SR-p53,JGI7,10
SR-p53,ATSC7d,10
SR-p53,ATSC4v,10
SR-p53,AATS5dv,10
SR-p53,AATSC3v,10
SR-p53,MATS1se,10
SR-p53,MATS2p,10
SR-p53,AATS7s,10
SR-p53,GATS7p,10
SR-p53,GATS8se,10
SR-p53,MATS4pe,10
SR-p53,AATSC5i,10
SR-p53,AATS3s,10
SR-p53,ATSC5Z,10
SR-p53,MATS7d,10
SR-p53,ATSC6i,10
SR-p53,CIC2,10
SR-p53,MATS8s,10
SR-p53,MATS2c,10
SR-p53,AXp-7dv,10
SR-p53,AXp-0d,10
SR-p53,GATS3p,10
SR-p53,RPCG,10
SR-p53,ZMIC3,10
SR-p53,BCUTi-1h,10
SR-p53,ATSC6dv,10
SR-p53,GATS6are,10
SR-p53,AATSC7d,10
SR-p53,AATSC6i,10
SR-p53,MINdsCH,10
SR-p53,Xch-7d,10
SR-p53,GATS2c,9
SR-p53,AATSC4i,9
SR-p53,AATS5d,9
SR-p53,MATS8se,9
SR-p53,MAXssNH,9
SR-p53,ETA_epsilon_2,9
SR-p53,AATSC4p,9
SR-p53,AATS4i,9
SR-p53,PEOE_VSA11,9
SR-p53,AATSC3Z,9
SR-p53,ATSC1i,9
SR-p53,GATS3se,9
SR-p53,AXp-3d,9
SR-p53,EState_VSA3,9
SR-p53,MATS2i,9
SR-p53,AETA_eta_L,9
SR-p53,AATS2i,9
SR-p53,ZMIC4,9
SR-p53,AATSC3m,9
SR-p53,AXp-6dv,9
SR-p53,EState_VSA1,9
SR-p53,AATS1pe,9
SR-p53,CIC0,9
SR-p53,JGI6,9
SR-p53,AATSC2are,9
SR-p53,GATS4pe,9
SR-p53,SRW09,9
SR-p53,AATSC3p,9
SR-p53,TopoPSA,9
SR-p53,AATSC2Z,9
SR-p53,ATSC1are,9
SR-p53,RNCG,9
SR-p53,ATSC3Z,9
SR-p53,MATS6s,9
SR-p53,SM1_DzZ,9
SR-p53,ATSC4Z,9
SR-p53,GATS5s,9
SR-p53,ATSC5s,9
SR-p53,BCUTdv-1l,9
SR-p53,GATS5i,9
SR-p53,GATS5m,9
SR-p53,ATSC1se,9
SR-p53,SlogP_VSA2,9
SR-p53,MATS5dv,9
SR-p53,ATSC4d,9
SR-p53,GATS2i,9
SR-p53,MATS1dv,9
SR-p53,AATSC2m,9
SR-p53,GATS3dv,9
SR-p53,SlogP_VSA5,9
SR-p53,ATSC5m,9
SR-p53,AATS2v,8
SR-p53,GATS6Z,8
SR-p53,ATSC2v,8
SR-p53,AATSC2v,8
SR-p53,GATS8pe,8
SR-p53,GATS8Z,8
SR-p53,BCUTv-1h,8
SR-p53,SMR_VSA1,8
SR-p53,ATSC5v,8
SR-p53,IC1,8
SR-p53,MINsCl,8
SR-p53,GATS3m,8
SR-p53,ATSC4i,8
SR-p53,AATSC8s,8
SR-p53,GATS4m,8
SR-p53,MDEC-22,8
SR-p53,BCUTse-1l,8
SR-p53,ATSC2p,8
SR-p53,MATS3Z,8
SR-p53,MAXsssCH,8
SR-p53,BCUTp-1l,8
SR-p53,MATS5s,8
SR-p53,GATS8s,8
SR-p53,MAXssO,8
SR-p53,AATSC8c,8
SR-p53,MATS7se,8
SR-p53,BIC4,8
SR-p53,BIC3,8
SR-p53,AATS0s,8
SR-p53,AATSC0v,8
SR-p53,MINsssCH,8
SR-p53,AATSC2s,8
SR-p53,ATSC7se,8
SR-p53,GATS3v,8
SR-p53,AATSC6p,8
SR-p53,ATSC2d,8
SR-p53,MATS4dv,8
SR-p53,AATSC1m,8
SR-p53,AATSC1p,8
SR-p53,MATS2d,8
SR-p53,SM1_Dzv,8
SR-p53,ATSC1s,8
SR-p53,AATS8v,8
SR-p53,ATSC3s,8
SR-p53,MATS1v,8
SR-p53,ETA_epsilon_5,8
SR-p53,MATS1s,8
SR-p53,MATS4se,8
SR-p53,ZMIC1,8
SR-p53,MINaaaC,8
SR-p53,AATSC1dv,8
SR-p53,AATS8i,8
SR-p53,MAXdO,8
SR-p53,AATS2d,8
SR-p53,AATSC5Z,7
SR-p53,ATSC8are,7
SR-p53,MATS4p,7
SR-p53,GATS2se,7
SR-p53,JGI8,7
SR-p53,AATSC4d,7
SR-p53,MATS5se,7
SR-p53,AXp-6d,7
SR-p53,GATS1pe,7
SR-p53,AATSC1s,7
SR-p53,SIC4,7
SR-p53,SdssC,7
SR-p53,AETA_eta_B,7
SR-p53,AATSC0c,7
SR-p53,ATSC7i,7
SR-p53,MIC5,7
SR-p53,MATS3p,7
SR-p53,AATSC5s,7
SR-p53,FilterItLogS,7
SR-p53,PEOE_VSA7,7
SR-p53,ATSC3are,7
SR-p53,AATSC5dv,7
SR-p53,AATSC8Z,7
SR-p53,AATS1i,7
SR-p53,SM1_Dzm,7
SR-p53,ATSC3se,7
SR-p53,AATSC5se,7
SR-p53,AATS6i,7
SR-p53,MATS4i,7
SR-p53,AMID_N,7
SR-p53,AATSC4pe,7
SR-p53,AMID_O,7
SR-p53,AATS7Z,7
SR-p53,ATSC4se,7
SR-p53,ATSC8d,7
SR-p53,Xch-7dv,7
