label,feature,importance
NR-AR,MINdssC,37
NR-AR,JGI4,34
NR-AR,ATSC4v,31
NR-AR,AXp-6d,30
NR-AR,ETA_shape_y,30
NR-AR,GATS2c,29
NR-AR,RPCG,28
NR-AR,MDEC-13,27
NR-AR,MATS6c,26
NR-AR,GATS6i,26
NR-AR,GATS8c,25
NR-AR,GATS5dv,25
NR-AR,JGI8,25
NR-AR,MAXsCH3,25
NR-AR,AETA_eta,24
NR-AR,ATSC3s,24
NR-AR,MATS3c,23
NR-AR,ATSC4d,23
NR-AR,IC1,22
NR-AR,VSA_EState4,22
NR-AR,ATSC8s,22
NR-AR,AATSC3s,22
NR-AR,AATSC8d,21
NR-AR,MATS7i,21
NR-AR,ATSC4s,21
NR-AR,GATS3v,21
NR-AR,MDEC-23,21
NR-AR,MAXdsCH,20
NR-AR,AATSC6c,20
NR-AR,ATSC2d,20
NR-AR,MATS5c,19
NR-AR,SdssC,19
NR-AR,ATSC7d,19
NR-AR,ATSC4p,19
NR-AR,EState_VSA5,19
NR-AR,AATSC5v,19
NR-AR,Xpc-6dv,19
NR-AR,MATS6i,19
NR-AR,MATS8s,19
NR-AR,AATS4i,19
NR-AR,MAXdO,19
NR-AR,MATS4c,19
NR-AR,MINaasC,18
NR-AR,MAXdssC,18
NR-AR,ATSC6d,18
NR-AR,MINssCH2,18
NR-AR,MDEC-22,18
NR-AR,GATS1i,18
NR-AR,AXp-6dv,18
NR-AR,MATS1dv,18
NR-AR,BalabanJ,17
NR-AR,AATSC7d,17
NR-AR,JGI5,17
NR-AR,EState_VSA7,17
NR-AR,MATS5dv,17
NR-AR,MATS3s,17
NR-AR,ATSC3v,17
NR-AR,PEOE_VSA8,17
NR-AR,ATSC2c,17
NR-AR,EState_VSA8,16
NR-AR,GATS3i,16
NR-AR,AATSC6i,16
NR-AR,AATSC6p,16
NR-AR,GATS1s,16
NR-AR,AATSC7i,16
NR-AR,BIC5,16
NR-AR,GATS5se,16
NR-AR,JGI7,16
NR-AR,MAXaaCH,16
NR-AR,ATSC5v,16
NR-AR,GATS1v,16
NR-AR,GATS4s,16
NR-AR,ATSC5d,16
NR-AR,GATS3d,15
NR-AR,GATS4c,15
NR-AR,MATS1s,15
NR-AR,MATS4s,15
NR-AR,MATS3Z,15
NR-AR,MATS4p,15
NR-AR,MATS6dv,15
NR-AR,MATS3se,15
NR-AR,ATSC7v,15
NR-AR,ZMIC5,15
NR-AR,ATSC5i,15
NR-AR,ATSC7c,15
NR-AR,ATSC8c,15
NR-AR,AATSC6dv,15
NR-AR,ETA_epsilon_5,15
NR-AR,MINdsCH,15
NR-AR,GATS4i,15
NR-AR,ATSC7s,14
NR-AR,MATS7s,14
NR-AR,MATS6s,14
NR-AR,MAXssCH2,14
NR-AR,ATSC8d,14
NR-AR,RNCG,14
NR-AR,ATSC4c,14
NR-AR,MINdO,14
NR-AR,AXp-0d,14
NR-AR,MATS5v,14
NR-AR,MAXaasC,14
NR-AR,AATS3are,14
NR-AR,GATS6Z,14
NR-AR,AATSC6d,14
NR-AR,GATS4d,14
NR-AR,GATS8se,14
NR-AR,ATSC1i,14
NR-AR,MDEO-12,14
NR-AR,BIC4,14
NR-AR,CIC1,14
NR-AR,CIC4,14
NR-AR,GATS7c,14
NR-AR,BCUTi-1l,14
NR-AR,GATS5p,14
NR-AR,AATSC4i,13
NR-AR,MATS6v,13
NR-AR,PEOE_VSA7,13
NR-AR,MATS2v,13
NR-AR,ATSC4dv,13
NR-AR,MATS3pe,13
NR-AR,AATSC4m,13
NR-AR,AATSC3d,13
NR-AR,MATS8d,13
NR-AR,BIC2,13
NR-AR,ATSC2m,13
NR-AR,AATSC3c,13
NR-AR,AXp-1d,13
NR-AR,VSA_EState5,13
NR-AR,ATSC3d,13
NR-AR,BCUTc-1l,13
NR-AR,BCUTi-1h,13
NR-AR,GATS1se,13
NR-AR,GATS5Z,13
NR-AR,BCUTc-1h,13
NR-AR,MATS4d,12
NR-AR,ETA_eta_FL,12
NR-AR,ATSC5se,12
NR-AR,AATSC5s,12
NR-AR,AATSC7are,12
NR-AR,ATSC6p,12
NR-AR,JGI10,12
NR-AR,AATSC1s,12
NR-AR,AATSC3i,12
NR-AR,GATS5i,12
NR-AR,GATS7v,12
NR-AR,n6ARing,12
NR-AR,ATSC3dv,12
NR-AR,MATS5i,12
NR-AR,BCUTd-1h,12
NR-AR,AATSC3v,12
NR-AR,AATSC1d,12
NR-AR,GATS5are,12
NR-AR,AATSC2v,12
NR-AR,GATS2are,12
NR-AR,MATS8i,12
NR-AR,BIC3,12
NR-AR,AETA_eta_FL,12
NR-AR,ATSC7i,11
NR-AR,FilterItLogS,11
NR-AR,GATS3c,11
NR-AR,ATSC8p,11
NR-AR,AATS8i,11
NR-AR,GATS6c,11
NR-AR,GATS2d,11
NR-AR,AATSC3p,11
NR-AR,MATS1c,11
NR-AR,AATSC5i,11
NR-AR,GATS8i,11
NR-AR,ATSC8v,11
NR-AR,NsssCH,11
NR-AR,GATS6d,11
NR-AR,AATSC4Z,11
NR-AR,MDEC-12,11
NR-AR,MDEC-11,11
NR-AR,VSA_EState7,11
NR-AR,BCUTs-1l,11
NR-AR,SlogP_VSA1,11
NR-AR,AETA_eta_RL,11
NR-AR,MATS3d,11
NR-AR,ATSC4i,11
NR-AR,ATSC5s,11
NR-AR,AATSC4c,11
NR-AR,MINsssCH,11
NR-AR,MATS8se,11
NR-AR,ATSC5Z,11
NR-AR,GATS1are,11
NR-AR,AATS2d,10
NR-AR,MATS3dv,10
NR-AR,ETA_shape_p,10
NR-AR,MATS3i,10
NR-AR,GATS7dv,10
NR-AR,ATSC7p,10
NR-AR,GATS7Z,10
NR-AR,GATS6v,10
NR-AR,MINsCH3,10
NR-AR,MATS6p,10
NR-AR,MATS3v,10
NR-AR,ATSC3i,10
NR-AR,CIC2,10
NR-AR,CIC5,10
NR-AR,AATSC8c,10
NR-AR,GATS7s,10
NR-AR,ATSC5p,10
NR-AR,MAXdCH2,10
NR-AR,SaaCH,10
NR-AR,AATSC2p,10
NR-AR,GATS1pe,10
NR-AR,ATSC6are,10
NR-AR,MATS4se,10
NR-AR,ATSC4are,10
NR-AR,AATSC6v,10
NR-AR,JGI2,10
NR-AR,VR2_A,10
NR-AR,AATSC4se,10
NR-AR,AXp-7d,10
NR-AR,GATS2v,10
NR-AR,fMF,10
NR-AR,JGI9,10
NR-AR,AATSC2c,10
NR-AR,AATSC4pe,10
NR-AR,SaasC,10
NR-AR,MAXsF,10
NR-AR,MATS7are,9
NR-AR,ATSC2dv,9
NR-AR,ATSC7dv,9
NR-AR,MATS5se,9
NR-AR,BCUTse-1l,9
NR-AR,GATS5s,9
NR-AR,ATSC6se,9
NR-AR,AATSC8s,9
NR-AR,TSRW10,9
NR-AR,ETA_eta_L,9
NR-AR,EState_VSA4,9
NR-AR,EState_VSA3,9
NR-AR,GATS3s,9
NR-AR,GATS2s,9
NR-AR,ATSC8se,9
NR-AR,MATS8are,9
NR-AR,AATSC1i,9
NR-AR,SIC5,9
NR-AR,GATS5d,9
NR-AR,GATS3p,9
NR-AR,ATSC3c,9
NR-AR,MATS1d,9
NR-AR,ATSC8i,9
NR-AR,GATS5pe,9
NR-AR,Kier3,9
NR-AR,MINssO,9
NR-AR,MATS6d,9
NR-AR,AATS5i,9
NR-AR,GATS5c,9
NR-AR,MATS7dv,9
NR-AR,ZMIC1,9
NR-AR,AATS3i,9
NR-AR,AATSC4d,9
NR-AR,MATS2c,9
NR-AR,AATS1i,9
NR-AR,GATS3se,9
NR-AR,MATS5p,9
NR-AR,GATS8p,9
NR-AR,MINssNH,9
NR-AR,GATS3dv,9
NR-AR,AATSC7c,9
NR-AR,ATSC5are,8
NR-AR,SdsCH,8
NR-AR,AATSC3dv,8
NR-AR,AATSC0c,8
NR-AR,AATSC1v,8
NR-AR,ATSC3p,8
NR-AR,GATS7i,8
NR-AR,MIC4,8
NR-AR,AATSC2s,8
NR-AR,ETA_eta_B,8
NR-AR,AATSC1dv,8
NR-AR,GATS7p,8
NR-AR,GATS4pe,8
NR-AR,AATSC5p,8
NR-AR,BIC0,8
NR-AR,Xp-7dv,8
NR-AR,GATS8s,8
NR-AR,AATS2p,8
NR-AR,MATS4dv,8
NR-AR,AXp-7dv,8
NR-AR,MATS5Z,8
NR-AR,MAXssO,8
NR-AR,ATSC8pe,8
NR-AR,MATS2Z,8
NR-AR,AATS8s,8
NR-AR,ATSC2Z,8
NR-AR,AXp-3d,8
NR-AR,GATS1c,8
NR-AR,MINsOH,8
NR-AR,MATS8p,8
NR-AR,ATSC4Z,8
NR-AR,ATSC6s,8
NR-AR,ATSC5c,8
NR-AR,GATS8Z,8
NR-AR,GATS5v,8
NR-AR,GATS6dv,8
NR-AR,GATS1d,8
NR-AR-LBD,GATS2c,39
NR-AR-LBD,EState_VSA2,34
NR-AR-LBD,GATS8d,32
NR-AR-LBD,ATSC5dv,31
NR-AR-LBD,AETA_beta_s,31
NR-AR-LBD,Xch-6dv,30
NR-AR-LBD,MATS4se,30
NR-AR-LBD,PEOE_VSA11,28
NR-AR-LBD,ETA_alpha,28
NR-AR-LBD,SaasC,27
NR-AR-LBD,BCUTc-1l,25
NR-AR-LBD,GATS6p,24
NR-AR-LBD,BCUTd-1l,23
NR-AR-LBD,MAXdssC,23
NR-AR-LBD,AATSC4are,22
NR-AR-LBD,GATS4c,21
NR-AR-LBD,GATS5i,20
NR-AR-LBD,AATS3dv,19
NR-AR-LBD,MAXdsCH,19
NR-AR-LBD,ATSC6dv,19
NR-AR-LBD,ATS0p,19
NR-AR-LBD,MDEN-11,19
NR-AR-LBD,ATSC8c,19
NR-AR-LBD,GATS6c,19
NR-AR-LBD,GATS6i,19
NR-AR-LBD,GATS1s,18
NR-AR-LBD,GATS4s,18
NR-AR-LBD,ATSC6c,18
NR-AR-LBD,ETA_dEpsilon_D,18
NR-AR-LBD,AATS0i,17
NR-AR-LBD,PEOE_VSA8,17
NR-AR-LBD,GATS4are,16
NR-AR-LBD,AATSC2d,16
NR-AR-LBD,GATS8c,16
NR-AR-LBD,AATSC8d,16
NR-AR-LBD,GATS4pe,15
NR-AR-LBD,ATS0Z,15
NR-AR-LBD,ATSC4c,15
NR-AR-LBD,MATS3d,15
NR-AR-LBD,MATS3s,15
NR-AR-LBD,MATS2Z,14
NR-AR-LBD,MID_h,14
NR-AR-LBD,MATS5m,14
NR-AR-LBD,BCUTc-1h,14
NR-AR-LBD,AATS8dv,13
NR-AR-LBD,AATSC7s,13
NR-AR-LBD,ATSC5d,13
NR-AR-LBD,GATS3c,13
NR-AR-LBD,MAXsOH,13
NR-AR-LBD,GATS6se,13
NR-AR-LBD,GATS8s,13
NR-AR-LBD,AATSC4c,13
NR-AR-LBD,ATS3Z,12
NR-AR-LBD,AATSC3dv,12
NR-AR-LBD,AATSC3p,12
NR-AR-LBD,MATS8p,12
NR-AR-LBD,MINaasC,12
NR-AR-LBD,GATS1dv,12
NR-AR-LBD,SIC2,12
NR-AR-LBD,ATSC3c,12
NR-AR-LBD,MINssO,12
NR-AR-LBD,AATS1i,12
NR-AR-LBD,GATS5d,12
NR-AR-LBD,MATS8c,12
NR-AR-LBD,RNCG,12
NR-AR-LBD,GATS4d,12
NR-AR-LBD,AATSC0p,12
NR-AR-LBD,ATSC2se,11
NR-AR-LBD,ATS2m,11
NR-AR-LBD,ATSC1v,11
NR-AR-LBD,GATS3pe,11
NR-AR-LBD,AATSC8i,11
NR-AR-LBD,AATS1s,11
NR-AR-LBD,AATS2i,11
NR-AR-LBD,MAXdCH2,11
NR-AR-LBD,GATS8v,10
NR-AR-LBD,BIC1,10
NR-AR-LBD,AETA_eta_FL,10
NR-AR-LBD,MINaaN,10
NR-AR-LBD,MATS2are,10
NR-AR-LBD,MATS2s,10
NR-AR-LBD,ATSC6v,10
NR-AR-LBD,GATS3p,10
NR-AR-LBD,BIC3,10
NR-AR-LBD,MPC10,10
NR-AR-LBD,AXp-7dv,10
NR-AR-LBD,BCUTd-1h,10
NR-AR-LBD,MATS5c,9
NR-AR-LBD,SpMax_A,9
NR-AR-LBD,AMID,9
NR-AR-LBD,SpMAD_A,9
NR-AR-LBD,AATS3se,9
NR-AR-LBD,AETA_beta,9
NR-AR-LBD,AATS4p,9
NR-AR-LBD,AATSC7d,9
NR-AR-LBD,ATSC3v,9
NR-AR-LBD,MATS3Z,9
NR-AR-LBD,MDEC-33,9
NR-AR-LBD,AATSC6c,9
NR-AR-LBD,AATSC1c,9
NR-AR-LBD,ATSC8i,9
NR-AR-LBD,MATS6p,9
NR-AR-LBD,GATS1i,9
NR-AR-LBD,AATS2dv,9
NR-AR-LBD,ATSC7Z,8
NR-AR-LBD,AATSC0s,8
NR-AR-LBD,AATS3are,8
NR-AR-LBD,ATSC7s,8
NR-AR-LBD,MATS1c,8
NR-AR-LBD,GATS3s,8
NR-AR-LBD,EState_VSA1,8
NR-AR-LBD,ETA_shape_p,8
NR-AR-LBD,GATS1v,8
NR-AR-LBD,PEOE_VSA6,8
NR-AR-LBD,ATSC7pe,8
NR-AR-LBD,AATS3Z,8
NR-AR-LBD,MINdsCH,8
NR-AR-LBD,AATSC1dv,8
NR-AR-LBD,AATSC0c,8
NR-AR-LBD,ATS3m,8
NR-AR-LBD,ATSC7v,8
NR-AR-LBD,VSA_EState2,8
NR-AR-LBD,AATSC8s,8
NR-AR-LBD,ATSC7p,8
NR-AR-LBD,MATS7se,8
NR-AR-LBD,GATS8dv,8
NR-AR-LBD,MATS1are,8
NR-AR-LBD,AATS1dv,7
NR-AR-LBD,GATS5c,7
NR-AR-LBD,MATS3pe,7
NR-AR-LBD,AATS2v,7
NR-AR-LBD,AATS0v,7
NR-AR-LBD,GATS1c,7
NR-AR-LBD,AATS6v,7
NR-AR-LBD,BCUTdv-1h,7
NR-AR-LBD,MATS4p,7
NR-AR-LBD,MATS7pe,7
NR-AR-LBD,GATS5dv,7
NR-AR-LBD,AATS0s,7
NR-AR-LBD,AATS4Z,7
NR-AR-LBD,AATSC6d,7
NR-AR-LBD,MATS1dv,7
NR-AR-LBD,GATS3d,7
NR-AR-LBD,GATS1d,7
NR-AR-LBD,GATS6s,7
NR-AR-LBD,ATS4d,7
NR-AR-LBD,SlogP_VSA5,7
NR-AR-LBD,GATS8p,7
NR-AR-LBD,MINssCH2,7
NR-AR-LBD,AATSC5Z,7
NR-AR-LBD,ATSC4dv,7
NR-AR-LBD,ATSC3dv,7
NR-AR-LBD,VSA_EState1,7
NR-AR-LBD,IC2,7
NR-AR-LBD,MDEC-14,7
NR-AR-LBD,MDEC-22,7
NR-AR-LBD,MAXsCH3,7
NR-AR-LBD,MAXssCH2,7
NR-AR-LBD,GATS6are,7
NR-AR-LBD,EState_VSA8,7
NR-AR-LBD,VSA_EState4,7
NR-AR-LBD,MINdO,7
NR-AR-LBD,AATSC0dv,7
NR-AR-LBD,ATSC0s,7
NR-AR-LBD,AXp-3dv,7
NR-AR-LBD,MATS8d,6
NR-AR-LBD,AATSC4v,6
NR-AR-LBD,Xc-3dv,6
NR-AR-LBD,AATSC6dv,6
NR-AR-LBD,AATSC6se,6
NR-AR-LBD,AATSC2dv,6
NR-AR-LBD,ATSC2c,6
NR-AR-LBD,GATS5pe,6
NR-AR-LBD,AATSC8c,6
NR-AR-LBD,ATSC3i,6
NR-AR-LBD,BIC2,6
NR-AR-LBD,ATSC7d,6
NR-AR-LBD,AMID_O,6
NR-AR-LBD,ATSC4Z,6
NR-AR-LBD,SMR_VSA6,6
NR-AR-LBD,MATS5d,6
NR-AR-LBD,AATS4v,6
NR-AR-LBD,VE1_A,6
NR-AR-LBD,ATSC5v,6
NR-AR-LBD,ETA_shape_y,6
NR-AR-LBD,ATSC5s,6
NR-AR-LBD,AATSC4pe,6
NR-AR-LBD,MATS7c,6
NR-AR-LBD,AXp-6dv,6
NR-AR-LBD,AXp-5dv,6
NR-AR-LBD,AATS7p,6
NR-AR-LBD,AATS0dv,6
NR-AR-LBD,AATS3i,6
NR-AR-LBD,BCUTv-1h,6
NR-AR-LBD,ATSC8dv,6
NR-AR-LBD,AATS0d,6
NR-AR-LBD,MATS7are,6
NR-AR-LBD,JGI8,6
NR-AR-LBD,ZMIC3,6
NR-AR-LBD,BCUTpe-1h,6
NR-AR-LBD,GATS7s,6
NR-AR-LBD,MATS8s,6
NR-AR-LBD,MATS1s,6
NR-AR-LBD,AATSC3are,6
NR-AR-LBD,MATS3c,6
NR-AR-LBD,MATS3are,5
NR-AR-LBD,VSA_EState3,5
NR-AR-LBD,MDEO-11,5
NR-AR-LBD,AETA_eta,5
NR-AR-LBD,AATS4are,5
NR-AR-LBD,MID_N,5
NR-AR-LBD,AATS6pe,5
NR-AR-LBD,MDEC-23,5
NR-AR-LBD,NdssC,5
NR-AR-LBD,MATS7d,5
NR-AR-LBD,BCUTm-1l,5
NR-AR-LBD,AATSC8se,5
NR-AR-LBD,ATSC3se,5
NR-AR-LBD,AATS8p,5
NR-AR-LBD,AATS3d,5
NR-AR-LBD,AATS6dv,5
NR-AR-LBD,JGI3,5
NR-AR-LBD,BalabanJ,5
NR-AR-LBD,ETA_epsilon_1,5
NR-AR-LBD,FilterItLogS,5
NR-AR-LBD,Xp-6dv,5
NR-AR-LBD,AXp-6d,5
NR-AR-LBD,Kier3,5
NR-AR-LBD,MATS7m,5
NR-AR-LBD,MINdssC,5
NR-AR-LBD,ATSC7are,5
NR-AR-LBD,CIC5,5
NR-AR-LBD,ATSC6p,5
NR-AR-LBD,GATS1se,5
NR-AR-LBD,ATSC2dv,5
NR-AR-LBD,BIC5,5
NR-AR-LBD,GATS2p,5
NR-AR-LBD,GATS8i,5
NR-AR-LBD,EState_VSA5,5
NR-AR-LBD,GATS6d,5
NR-AR-LBD,JGT10,5
NR-AR-LBD,MATS8i,5
NR-AR-LBD,AATSC4dv,5
NR-AR-LBD,BCUTp-1h,5
NR-AR-LBD,AATS6m,5
NR-AR-LBD,AATS0p,5
NR-AR-LBD,n6Ring,5
NR-AR-LBD,SssCH2,5
NR-AR-LBD,AATSC3se,5
NR-AR-LBD,AATS6d,5
NR-AR-LBD,TIC2,5
NR-AR-LBD,AETA_eta_F,5
NR-AR-LBD,MATS7s,5
NR-AR-LBD,AATS4i,4
NR-AR-LBD,SMR_VSA5,4
NR-AR-LBD,nAcid,4
NR-AR-LBD,SIC3,4
NR-AR-LBD,MATS3m,4
NR-AR-LBD,MATS5se,4
NR-AR-LBD,SlogP_VSA3,4
NR-AR-LBD,ETA_psi_1,4
NR-AR-LBD,AATS7i,4
NR-AR-LBD,MAXaasC,4
NR-AR-LBD,ETA_dEpsilon_C,4
NR-AR-LBD,MATS4s,4
NR-AR-LBD,AATS1p,4
NR-AR-LBD,ZMIC2,4
NR-AR-LBD,MATS3v,4
NR-AR-LBD,ATSC2d,4
NR-AR-LBD,MATS2pe,4
NR-AR-LBD,GATS4v,4
NR-AR-LBD,GATS5se,4
NR-AR-LBD,GATS7dv,4
NR-AR-LBD,AATS1Z,4
NR-AR-LBD,AATSC0i,4
NR-AR-LBD,AATSC3s,4
NR-AR-LBD,GATS7se,4
NR-AR-LBD,AATSC2s,4
NR-AR-LBD,SpMAD_Dzp,4
NR-AR-LBD,ATSC7se,4
NR-AR-LBD,GATS5s,4
NR-AR-LBD,GATS4dv,4
NR-AR-LBD,ATS2i,4
NR-AR-LBD,GATS4se,4
NR-AR-LBD,SZ,4
NR-AR-LBD,VSA_EState7,4
NR-AR-LBD,MATS6c,4
NR-AR-LBD,Xp-2dv,4
NR-AR-LBD,MATS4c,4
NR-AR-LBD,ATSC2i,4
NR-AR-LBD,SM1_Dzi,4
NR-AR-LBD,GATS6dv,4
NR-AR-LBD,MATS4dv,4
NR-AR-LBD,MATS8dv,4
NR-AR-LBD,ATSC2s,4
NR-AR-LBD,ATSC3s,4
NR-AR-LBD,MDEO-12,4
NR-AR-LBD,AATS4pe,4
NR-AR-LBD,ATSC2Z,4
NR-AR-LBD,NdCH2,4
NR-AhR,SLogP,184
NR-AhR,MDEC-22,133
NR-AhR,GATS1d,127
NR-AhR,BCUTd-1l,122
NR-AhR,AATSC4p,120
NR-AhR,ATSC8d,106
NR-AhR,GATS4d,105
NR-AhR,GATS4s,103
NR-AhR,SaaaC,95
NR-AhR,GATS2d,93
NR-AhR,GATS5Z,92
NR-AhR,VSA_EState4,92
NR-AhR,GATS4c,90
NR-AhR,GATS2c,90
NR-AhR,GATS5p,86
NR-AhR,Xch-7d,85
NR-AhR,ETA_epsilon_5,85
NR-AhR,MATS4i,85
NR-AhR,MDEC-23,85
NR-AhR,GATS3c,84
NR-AhR,AMID_N,84
NR-AhR,AATSC3c,82
NR-AhR,EState_VSA2,82
NR-AhR,GATS5m,81
NR-AhR,SlogP_VSA10,80
NR-AhR,MATS3i,79
NR-AhR,MATS2Z,78
NR-AhR,BCUTc-1l,78
NR-AhR,MATS1v,77
NR-AhR,BCUTi-1l,77
NR-AhR,MDEC-11,77
NR-AhR,GATS3s,76
NR-AhR,AATSC7dv,73
NR-AhR,AATSC6s,73
NR-AhR,SlogP_VSA1,72
NR-AhR,GATS8d,72
NR-AhR,GATS3p,71
NR-AhR,AATSC0v,71
NR-AhR,GATS1dv,70
NR-AhR,AATS1i,70
NR-AhR,ATSC2se,69
NR-AhR,MINaasC,69
NR-AhR,AATS8d,68
NR-AhR,ATSC6d,67
NR-AhR,EState_VSA6,67
NR-AhR,MATS1d,67
NR-AhR,GATS8m,67
NR-AhR,MDEC-13,67
NR-AhR,AATSC1v,67
NR-AhR,ATSC4c,65
NR-AhR,MATS2se,65
NR-AhR,MAXdssC,65
NR-AhR,GATS2i,65
NR-AhR,SlogP_VSA3,65
NR-AhR,AATSC5dv,65
NR-AhR,ATSC5c,65
NR-AhR,MATS2c,64
NR-AhR,AATSC4i,63
NR-AhR,MINdssC,62
NR-AhR,GATS8Z,62
NR-AhR,AATS8m,61
NR-AhR,ATSC1c,61
NR-AhR,AATSC3i,61
NR-AhR,GATS6m,60
NR-AhR,MATS1p,60
NR-AhR,AATSC1dv,60
NR-AhR,AATSC6i,59
NR-AhR,GATS8c,58
NR-AhR,ATSC5p,58
NR-AhR,GATS6c,58
NR-AhR,PEOE_VSA8,57
NR-AhR,AATSC6m,57
NR-AhR,AATSC8c,57
NR-AhR,MATS2d,57
NR-AhR,MATS5c,56
NR-AhR,AATS8i,56
NR-AhR,MATS6c,56
NR-AhR,GATS3are,56
NR-AhR,AATSC4d,55
NR-AhR,MINaaaC,55
NR-AhR,MINssCH2,55
NR-AhR,AATSC0i,55
NR-AhR,JGI5,54
NR-AhR,PEOE_VSA7,54
NR-AhR,MATS6i,53
NR-AhR,GATS7c,53
NR-AhR,PEOE_VSA6,53
NR-AhR,AATSC3v,53
NR-AhR,ATSC1v,53
NR-AhR,GATS5pe,52
NR-AhR,SMR_VSA7,52
NR-AhR,MATS3c,52
NR-AhR,AATSC2p,52
NR-AhR,MAXssCH2,51
NR-AhR,ATSC6i,51
NR-AhR,EState_VSA5,51
NR-AhR,ATSC3are,51
NR-AhR,MATS4are,51
NR-AhR,GGI7,51
NR-AhR,BCUTi-1h,51
NR-AhR,AATS5i,51
NR-AhR,MATS2m,50
NR-AhR,AATSC3pe,50
NR-AhR,ETA_shape_y,49
NR-AhR,ATSC7c,49
NR-AhR,GATS5c,49
NR-AhR,MATS7dv,49
NR-AhR,MATS3are,49
NR-AhR,MATS7d,49
NR-AhR,ATSC7se,49
NR-AhR,AATSC8d,48
NR-AhR,MINsOH,48
NR-AhR,ATSC0c,48
NR-AhR,GATS6Z,48
NR-AhR,MAXaaaC,48
NR-AhR,MATS3pe,48
NR-AhR,GATS4p,48
NR-AhR,GATS6i,47
NR-AhR,AATSC6d,47
NR-AhR,AATSC8dv,47
NR-AhR,MID_N,47
NR-AhR,GATS1pe,47
NR-AhR,BIC3,47
NR-AhR,MATS4p,47
NR-AhR,GATS3d,46
NR-AhR,ETA_dEpsilon_C,46
NR-AhR,BCUTse-1l,46
NR-AhR,ATSC6dv,46
NR-AhR,ATSC8i,46
NR-AhR,ETA_epsilon_4,46
NR-AhR,VSA_EState3,46
NR-AhR,AATSC1p,45
NR-AhR,ATSC4s,45
NR-AhR,SlogP_VSA2,45
NR-AhR,RPCG,45
NR-AhR,MINdsCH,45
NR-AhR,ETA_dEpsilon_B,45
NR-AhR,GATS4i,44
NR-AhR,EState_VSA8,44
NR-AhR,AATS5p,43
NR-AhR,GATS7dv,43
NR-AhR,GATS1p,43
NR-AhR,ATSC3c,43
NR-AhR,JGI9,42
NR-AhR,JGI8,42
NR-AhR,ATSC4v,42
NR-AhR,MATS4s,42
NR-AhR,MATS3v,42
NR-AhR,Xch-5dv,42
NR-AhR,GATS1c,42
NR-AhR,MATS2i,42
NR-AhR,GATS7v,42
NR-AhR,GATS6se,42
NR-AhR,AATSC7i,41
NR-AhR,AATSC1i,41
NR-AhR,C2SP2,41
NR-AhR,AATSC5pe,40
NR-AhR,AATSC4c,40
NR-AhR,MATS3s,40
NR-AhR,ETA_eta_B,40
NR-AhR,MATS1c,40
NR-AhR,AATSC5i,40
NR-AhR,AATSC3dv,40
NR-AhR,GATS3i,40
NR-AhR,HybRatio,40
NR-AhR,GATS3v,39
NR-AhR,MINssNH,39
NR-AhR,MATS8dv,39
NR-AhR,AATSC7d,39
NR-AhR,MINssO,39
NR-AhR,ATSC3v,39
NR-AhR,AATSC2c,39
NR-AhR,AETA_beta_ns_d,39
NR-AhR,ATSC1s,39
NR-AhR,AXp-1d,39
NR-AhR,GATS7d,39
NR-AhR,ATSC6s,38
NR-AhR,AATSC0se,38
NR-AhR,GATS4dv,38
NR-AhR,AATSC4se,38
NR-AhR,ATSC2s,38
NR-AhR,VSA_EState5,38
NR-AhR,GATS8v,37
NR-AhR,fMF,37
NR-AhR,MATS2s,37
NR-AhR,MATS4c,37
NR-AhR,MINsCH3,37
NR-AhR,AATSC3s,37
NR-AhR,MAXsCH3,37
NR-AhR,AATSC7v,37
NR-AhR,AXp-0dv,37
NR-AhR,ATSC3i,37
NR-AhR,ATSC3s,37
NR-AhR,SIC3,37
NR-AhR,GATS8p,36
NR-AhR,MAXaaNH,36
NR-AhR,ATSC4i,36
NR-AhR,GATS8pe,36
NR-AhR,MDEO-11,36
NR-AhR,AATSC5c,36
NR-AhR,ATSC4p,36
NR-AhR,BCUTp-1l,36
NR-AhR,BCUTp-1h,36
NR-AhR,SIC1,35
NR-AhR,AATSC2d,35
NR-AhR,MATS8c,35
NR-AhR,GATS4se,35
NR-AhR,GATS3pe,35
NR-AhR,MATS3m,35
NR-AhR,ATSC3se,35
NR-AhR,AATSC0c,34
NR-AhR,ATSC8c,34
NR-AhR,RotRatio,34
NR-AhR,SpMAD_A,34
NR-AhR,ATSC7s,34
NR-AhR,MATS8i,34
NR-AhR,SlogP_VSA8,34
NR-AhR,GATS5dv,34
NR-AhR,AATS6p,34
NR-AhR,AATSC5v,34
NR-AhR,MINdO,34
NR-AhR,MATS8d,34
NR-AhR,nBase,34
NR-AhR,ATSC1p,33
NR-AhR,ATSC5i,33
NR-AhR,ATSC3pe,33
NR-AhR,ATSC7Z,33
NR-AhR,AATS5v,33
NR-AhR,MATS6Z,33
NR-AhR,AETA_eta,33
NR-AhR,MATS1i,33
NR-AhR,SM1_Dzp,33
NR-AhR,MAXssNH,33
NR-AhR,GATS1are,33
NR-AhR,EState_VSA7,32
NR-AhR,MATS4v,32
NR-AhR,ATSC5d,32
NR-AhR,MDEC-12,32
NR-AhR,RNCG,32
NR-AhR,AETA_beta,32
NR-AhR,AATS5dv,32
NR-AhR,GATS7m,32
NR-AhR,JGI7,32
NR-AhR,MAXsOH,32
NR-AhR,ATSC2i,31
