Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"LGK974","1598","MDA-MB-415","924240","BRCA","breast","breast","3.923105217431138",".96954044389121874","10",".074994170651151978","-.282680937362564","GDSC2"
"LGK974","1598","MDA-MB-157","925338","BRCA","breast","breast","3.1176538136875855",".92622169138029009","10",".09137670431236769","-1.0117506647252736","GDSC2"
"LGK974","1598","BT-474","946359","BRCA","breast","breast","3.3563966030352086",".90146127657833819","10",".061165040068921595","-.79564806743573768","GDSC2"
"LGK974","1598","CAMA-1","946382","BRCA","breast","breast","3.3667051401332273",".94490222672768676","10",".097075826012925262","-.78631709812259232","GDSC2"
"LGK974","1598","BT-483","949093","BRCA","breast","breast","6.4770081084943785",".94852479012722291","10",".09830886106613497","2.0290330603339943","GDSC2"
"LGK974","1598","MDA-MB-436","1240172","BRCA","breast","breast","3.3013168294761308",".91434284159030565","10",".1081938245296569","-.8455045768480699","GDSC2"
"LGK974","1598","EFM-192A","1290798","BRCA","breast","breast","3.4041900098834823",".93027533937417706","10",".11713014905947282","-.75238695206781392","GDSC2"
"LGK974","1598","HCC1428","1290905","BRCA","breast","breast","4.4101020480940916",".93159427633727676","10",".058354333393547904",".15813354866071563","GDSC2"
"LGK974","1598","HDQ-P1","1290922","BRCA","breast","breast","5.2599373589901681",".97669123983401485","10",".071822109313251462",".92737821759852901","GDSC2"
"LGK974","1598","JIMT-1","1298157","BRCA","breast","breast","4.981328813776889",".9829242877848513","10",".043436030613874514",".67519036969673363","GDSC2"
"LGK974","1598","HCC1500","1303900","BRCA","breast","breast","3.6154373977593943",".9569849682995557","10",".097768376391843811","-.56117234275811023","GDSC2"
"LGK974","1598","YMB-1-E","1303911","BRCA","breast","breast","4.5335204795126565",".96046722992604083","10",".062392481939636923",".26984809993923736","GDSC2"
"LGK974","1598","MDA-MB-330","1330941","BRCA","breast","breast","4.9003083260883162",".95721446555650391","10",".10087504120292762",".60185312725683016","GDSC2"
"VE-822","1613","HCC1954","749709","BRCA","breast","breast","4.2141651668873346",".98298904310863855","5",".055670733515787746",".6076245577044519","GDSC2"
"VE-822","1613","HCC1143","749710","BRCA","breast","breast","-.01210233324127551",".70492168445975478","5",".098391198207079214","-1.757262693692891","GDSC2"
"VE-822","1613","HCC1187","749711","BRCA","breast","breast","4.0854571049115558",".98136268927571468","5",".017877131631528636",".53560354746094141","GDSC2"
"VE-822","1613","HCC1599","749713","BRCA","breast","breast","2.7168909394892378",".90868255004427645","5",".063123512921586966","-.23020332046743666","GDSC2"
"VE-822","1613","HCC1937","749714","BRCA","breast","breast","4.0346501609694254",".95489691721989323","5",".043791512995523148",".50717356899707289","GDSC2"
"VE-822","1613","HCC2157","749715","BRCA","breast","breast","2.1145849560408272",".93230905042667234","5",".14994869286566209","-.5672349309024457","GDSC2"
"VE-822","1613","HCC2218","749716","BRCA","breast","breast","4.5059695752368025",".99004490996029881","5",".025193080605470534",".77090918774412664","GDSC2"
"VE-822","1613","HCC38","749717","BRCA","breast","breast","4.5124036815870161",".96890552617660164","5",".045383033987790776",".77450951263631385","GDSC2"
